event_id,timestamp_utc,ticker,source,lang,text
evt_000029,2024-01-22 07:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000030,2024-01-29 14:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_000031,2024-02-07 09:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_000032,2024-02-10 23:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000033,2024-01-14 13:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_000034,2024-01-19 12:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_000035,2024-01-11 08:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_000036,2024-01-14 05:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000037,2024-01-18 14:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000038,2024-01-11 19:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_000039,2024-01-23 08:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000040,2024-02-04 02:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_000041,2024-02-08 08:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_000042,2024-01-11 23:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_000043,2024-02-02 23:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000044,2024-01-13 22:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000045,2024-01-10 13:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000046,2024-01-04 07:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000047,2024-01-17 07:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_000048,2024-02-06 02:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_000049,2024-01-25 13:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000050,2024-01-28 01:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000051,2024-02-03 03:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000052,2024-01-19 23:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_000053,2024-01-26 00:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_000054,2024-01-02 00:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_000055,2024-01-30 15:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_000056,2024-01-17 04:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000057,2024-01-04 10:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_000058,2024-02-08 19:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_000059,2024-01-08 12:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_000060,2024-01-25 04:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000061,2024-02-08 01:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_000062,2024-01-21 13:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000063,2024-02-08 09:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_000064,2024-01-25 11:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000065,2024-02-04 22:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000066,2024-01-12 23:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000067,2024-01-18 09:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000068,2024-01-18 22:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000069,2024-01-11 19:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_000070,2024-01-04 17:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000071,2024-01-14 03:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000072,2024-01-23 06:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000073,2024-01-29 13:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000074,2024-01-19 08:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_000075,2024-01-28 20:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_000076,2024-01-04 20:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000077,2024-01-11 16:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_000078,2024-02-05 14:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000079,2024-02-04 23:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000080,2024-01-10 15:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000081,2024-02-08 20:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_000082,2024-01-22 21:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_000083,2024-01-27 23:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000084,2024-01-12 19:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000085,2024-02-11 06:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_000086,2024-01-23 05:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000087,2024-01-09 17:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000088,2024-01-27 02:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000089,2024-01-06 13:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000090,2024-01-17 08:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_000091,2024-01-24 18:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000092,2024-01-22 02:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000093,2024-01-22 10:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000094,2024-01-04 07:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_000095,2024-01-17 19:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000096,2024-01-21 17:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000097,2024-01-16 23:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000098,2024-01-02 22:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_000099,2024-02-05 14:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000100,2024-01-27 20:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000101,2024-01-16 16:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000102,2024-01-13 01:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_000103,2024-01-20 09:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_000104,2024-01-10 21:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000105,2024-01-26 18:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000106,2024-01-13 00:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000107,2024-01-17 03:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_000108,2024-01-18 02:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000109,2024-01-26 19:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000110,2024-02-05 19:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000111,2024-02-05 07:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000112,2024-01-19 10:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000113,2024-01-18 09:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000114,2024-01-14 19:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000115,2024-01-01 11:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000116,2024-01-08 07:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000117,2024-02-04 03:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_000118,2024-01-28 16:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000119,2024-02-03 03:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_000120,2024-01-21 11:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000121,2024-01-01 16:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000122,2024-01-29 01:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_000123,2024-01-05 18:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000124,2024-02-09 12:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000125,2024-01-06 01:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000126,2024-01-30 13:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000127,2024-01-15 22:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000128,2024-02-10 06:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000129,2024-01-10 22:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_000130,2024-01-20 06:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_000131,2024-02-09 10:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000132,2024-01-04 02:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000133,2024-02-09 18:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000134,2024-02-07 05:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000135,2024-01-08 04:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000136,2024-01-14 03:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000137,2024-01-27 02:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000138,2024-01-07 03:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000139,2024-01-10 23:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000140,2024-01-05 07:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000141,2024-01-02 22:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_000142,2024-01-20 20:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_000143,2024-01-14 21:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_000144,2024-01-22 21:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000145,2024-01-07 11:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000146,2024-01-03 12:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000147,2024-01-05 03:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000148,2024-01-02 20:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_000149,2024-02-10 06:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000150,2024-02-10 00:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000151,2024-02-01 00:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000152,2024-02-03 21:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000153,2024-01-31 03:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000154,2024-01-12 05:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000155,2024-01-24 01:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000156,2024-01-30 15:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000157,2024-02-06 13:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_000158,2024-01-25 14:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000159,2024-02-03 03:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000160,2024-01-11 09:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000161,2024-02-08 16:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000162,2024-01-06 11:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000163,2024-01-01 10:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000164,2024-01-18 11:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000165,2024-01-05 07:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_000166,2024-01-17 00:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_000167,2024-01-03 06:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000168,2024-01-12 20:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000169,2024-01-14 18:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000170,2024-01-12 17:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000171,2024-02-01 18:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000172,2024-01-23 13:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_000173,2024-01-05 22:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_000174,2024-02-09 16:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000175,2024-01-16 06:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_000176,2024-01-30 22:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000177,2024-01-28 15:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000178,2024-01-30 12:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000179,2024-02-08 10:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_000180,2024-01-25 18:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000181,2024-01-28 16:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000182,2024-01-13 21:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000183,2024-01-22 10:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000184,2024-01-24 18:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_000185,2024-02-05 04:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_000186,2024-01-11 13:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000187,2024-01-05 23:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000188,2024-01-16 21:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000189,2024-01-11 05:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000190,2024-01-08 14:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000191,2024-01-05 19:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_000192,2024-01-31 09:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000193,2024-02-01 10:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000194,2024-01-24 11:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000195,2024-01-10 15:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000196,2024-01-31 03:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000197,2024-01-11 02:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000198,2024-01-14 04:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000199,2024-01-12 11:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_000200,2024-01-19 13:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_000201,2024-01-17 01:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000202,2024-01-13 20:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000203,2024-01-06 08:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000204,2024-01-18 03:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_000205,2024-01-12 10:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_000206,2024-01-11 05:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_000207,2024-01-02 22:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000208,2024-01-28 12:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000209,2024-02-03 14:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_000210,2024-02-01 13:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_000211,2024-01-17 01:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000212,2024-02-07 17:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000213,2024-02-08 11:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000214,2024-01-12 23:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000215,2024-02-08 20:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_000216,2024-02-07 08:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_000217,2024-02-08 19:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000218,2024-01-22 03:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000219,2024-01-12 05:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000220,2024-01-07 09:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_000221,2024-01-01 17:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_000222,2024-01-04 18:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000223,2024-01-04 07:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_000224,2024-01-27 00:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000225,2024-02-08 15:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000226,2024-01-24 02:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000227,2024-01-14 18:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000228,2024-02-03 02:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_000229,2024-01-05 09:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_000230,2024-01-28 12:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_000231,2024-02-09 07:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000232,2024-01-09 06:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000233,2024-01-06 10:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000234,2024-01-11 02:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000235,2024-02-07 20:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_000236,2024-01-20 05:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000237,2024-02-10 07:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_000238,2024-01-22 20:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_000239,2024-02-07 01:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000240,2024-02-09 10:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_000241,2024-01-13 12:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_000242,2024-01-10 17:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_000243,2024-01-05 08:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_000244,2024-01-02 06:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_000245,2024-01-16 05:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_000246,2024-01-22 12:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_000247,2024-01-26 08:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_000248,2024-02-06 05:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_000249,2024-01-29 00:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_000250,2024-01-01 12:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_000251,2024-01-12 19:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_000252,2024-01-27 11:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
